player_id,season,pp_era,pp_whip,pp_is_rhp
680880,2025,5.09,1.52,1.0
694363,2025,8.04,2.04,0.0
690986,2025,4.56,1.27,0.0
687765,2025,4.7,1.34,1.0
678024,2025,2.57,1.24,1.0
669020,2025,7.15,1.82,0.0
694819,2025,4.5,1.15,1.0
700241,2025,4.68,1.26,1.0
669211,2025,3.27,1.31,0.0
687888,2025,3.35,0.93,0.0
800049,2025,5.74,1.53,1.0
542888,2025,2.45,0.82,1.0
676428,2025,2.45,1.3,0.0
660271,2025,3.75,1.19,1.0
605513,2025,7.11,2.53,1.0
686218,2025,3.59,1.16,1.0
669432,2025,1.51,0.87,0.0
676083,2025,4.09,1.13,1.0
596295,2025,7.49,1.72,0.0
543056,2025,2.52,1.12,0.0
691587,2025,4.66,1.1,1.0
621112,2025,7.55,1.68,1.0
593423,2025,6.28,1.6,1.0
695505,2025,5.24,1.34,1.0
686701,2025,2.61,1.09,1.0
673929,2025,3.95,1.32,1.0
608650,2025,4.5,1.5,0.0
657514,2025,3.14,1.26,0.0
687830,2025,5.59,1.14,1.0
453286,2025,4.11,1.13,1.0
663795,2025,3.05,0.87,1.0
800311,2025,13.85,2.23,1.0
607481,2025,3.81,1.25,0.0
676508,2025,4.64,1.27,1.0
606965,2025,2.3,0.83,1.0
663485,2025,3.84,1.13,1.0
543101,2025,4.36,1.24,1.0
829272,2025,5.67,1.33,0.0
506433,2025,5.75,1.18,1.0
688158,2025,2.86,1.2,1.0
693645,2025,3.24,1.34,1.0
669084,2025,3.35,1.04,0.0
605540,2025,3.32,0.96,1.0
672582,2025,3.61,1.31,0.0
666214,2025,5.12,1.45,0.0
518489,2025,4.5,1.23,1.0
656641,2025,3.15,1.28,0.0
640455,2025,5.6,1.24,0.0
676282,2025,3.73,1.4,0.0
669721,2025,5.4,1.6,1.0
669920,2025,4.68,1.39,1.0
657424,2025,1.8,1.36,0.0
691799,2025,5.81,1.52,1.0
675512,2025,2.25,0.91,1.0
448179,2025,5.0,1.89,0.0
670912,2025,2.7,1.1,1.0
681867,2025,3.57,1.58,1.0
687931,2025,5.01,1.46,0.0
701487,2025,5.66,1.6,1.0
678022,2025,4.19,1.16,1.0
683627,2025,7.71,1.68,1.0
676917,2025,4.85,1.48,1.0
694462,2025,1.33,1.06,1.0
570632,2025,4.39,1.34,1.0
661563,2025,3.31,1.53,1.0
677952,2025,2.44,1.19,1.0
665625,2025,6.75,1.93,1.0
681293,2025,5.35,1.42,1.0
672782,2025,4.79,1.55,1.0
664299,2025,4.43,1.33,1.0
806960,2025,1.59,0.99,1.0
678906,2025,7.23,1.71,1.0
682989,2025,7.41,1.76,1.0
690997,2025,1.37,0.76,1.0
656222,2025,3.74,1.13,0.0
665871,2025,4.62,1.26,1.0
641672,2025,6.23,1.69,1.0
680694,2025,3.6,1.0,1.0
800048,2025,2.08,1.33,0.0
801139,2025,7.56,1.68,0.0
685326,2025,12.54,2.36,1.0
686930,2025,9.0,1.78,1.0
804636,2025,4.09,1.18,1.0
693313,2025,4.25,1.35,1.0
676879,2025,2.3,1.12,0.0
669456,2025,4.15,0.81,1.0
802419,2025,15.58,2.88,1.0
680736,2025,4.11,1.23,0.0
623437,2025,3.97,1.42,1.0
683155,2025,9.82,2.0,1.0
656457,2025,4.43,1.34,0.0
694918,2025,9.0,2.2,1.0
685126,2025,4.18,1.33,0.0
641745,2025,2.2,0.98,1.0
674944,2025,5.23,1.45,0.0
669308,2025,5.33,1.37,1.0
668984,2025,5.79,1.46,1.0
687606,2025,4.38,1.42,1.0
689225,2025,6.55,1.64,1.0
605452,2025,5.12,1.47,1.0
685107,2025,4.68,1.56,0.0
489119,2025,6.75,1.75,0.0
642152,2025,4.1,1.3,1.0
806188,2025,3.27,1.25,0.0
663546,2025,7.8,2.0,1.0
642216,2025,8.68,1.71,1.0
623167,2025,3.09,1.15,1.0
663399,2025,3.45,1.28,0.0
666171,2025,4.77,1.45,1.0
656271,2025,3.02,1.24,0.0
663362,2025,7.71,2.57,1.0
680735,2025,8.86,1.73,0.0
641656,2025,4.28,1.25,1.0
595345,2025,2.97,0.83,0.0
701519,2025,8.53,1.78,1.0
593974,2025,3.41,1.41,0.0
622503,2025,2.14,1.33,1.0
657585,2025,3.61,1.22,1.0
670329,2025,3.28,1.01,1.0
676961,2025,6.02,1.57,1.0
693855,2025,2.89,1.1,0.0
696149,2025,2.25,0.83,1.0
815083,2025,1.8,1.0,0.0
687075,2025,,,1.0
674841,2025,0.0,0.6,0.0
643377,2025,4.89,1.39,1.0
686642,2025,4.22,1.22,0.0
702674,2025,4.91,1.36,1.0
605130,2025,3.88,1.39,1.0
669330,2025,3.6,1.0,1.0
669199,2025,3.96,1.22,1.0
677651,2025,4.5,0.5,1.0
